timestamp,test-class,test-method,time,description,result
2021-05-29 14:12:16.479,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5695,"[1] recordIndex=4, publica=false, titulo=exampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexample…, periodoEjecucionInicio=2021/09/13 10:39, periodoEjecucionFinal=2021/09/12 16:23, cargaTrabajo=5.00, descripcion=implementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosi…, enlace=a",OK
2021-05-29 14:12:22.471,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5750,"[2] recordIndex=5, publica=false, titulo=exampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexample…, periodoEjecucionInicio=2019/07/18 18:56, periodoEjecucionFinal=2021/07/18 22:23, cargaTrabajo=-2.00, descripcion=implementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributos, enlace=b",OK
2021-05-29 14:12:29.107,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6384,"[3] recordIndex=6, publica=true, titulo=exampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexample…, periodoEjecucionInicio=2021/11/03 05:07, periodoEjecucionFinal=2021/11/03 12:07, cargaTrabajo=12.00, descripcion=implementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributos, enlace=c",OK
2021-05-29 14:12:34.831,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5492,"[4] recordIndex=7, publica=true, titulo=null, periodoEjecucionInicio=null, periodoEjecucionFinal=null, cargaTrabajo=null, descripcion=null, enlace=null",OK
2021-05-29 14:12:40.626,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5558,"[5] recordIndex=8, publica=true, titulo=sex, periodoEjecucionInicio=null, periodoEjecucionFinal=null, cargaTrabajo=null, descripcion=million dollar, enlace=null",OK
2021-05-29 14:12:57.477,acme.testing.manager.task.ManagerTaskListTest,list,8025,"[1] recordIndex=0, publica=false, titulo=Implementacion entidad task, periodoEjecucionInicio=2021/09/13 10:39, periodoEjecucionFinal=2021/09/13 16:23, cargaTrabajo=1.00, descripcion=implementar task con sus atributos, enlace=https://stackoverflow.com/",OK
2021-05-29 14:13:05.661,acme.testing.manager.task.ManagerTaskListTest,list,7938,"[2] recordIndex=1, publica=false, titulo=Implementacion entidad shout, periodoEjecucionInicio=2021/07/18 18:56, periodoEjecucionFinal=2021/07/18 22:23, cargaTrabajo=2.00, descripcion=implementar shout con sus atributos, enlace=http://happybirthday.com",OK
2021-05-29 14:13:13.878,acme.testing.manager.task.ManagerTaskListTest,list,7965,"[3] recordIndex=2, publica=true, titulo=Implementacion entidad announcement, periodoEjecucionInicio=2021/11/03 05:07, periodoEjecucionFinal=2021/11/03 12:07, cargaTrabajo=7.00, descripcion=implementar announcement con sus atributos, enlace=https://stackoverflow.com/",OK
2021-05-29 14:13:17.645,acme.testing.manager.task.ManagerTaskListTest,listNegative,3523,"listNegative()",OK
2021-05-29 14:13:18.109,acme.testing.manager.task.ManagerTaskListTest,listNegative2,236,"listNegative2()",OK
2021-05-29 14:13:22.887,acme.testing.manager.task.ManagerTaskListTest,listNegativeOtherManager,4550,"[1] recordIndex=0, publica=false, titulo=Implementacion entidad task, periodoEjecucionInicio=2021/09/13 10:39, periodoEjecucionFinal=2021/09/13 16:23, cargaTrabajo=1.00, descripcion=implementar task con sus atributos, enlace=https://stackoverflow.com/",OK
2021-05-29 14:13:27.438,acme.testing.manager.task.ManagerTaskListTest,listNegativeOtherManager,4320,"[2] recordIndex=1, publica=false, titulo=Implementacion entidad shout, periodoEjecucionInicio=2021/07/18 18:56, periodoEjecucionFinal=2021/07/18 22:23, cargaTrabajo=2.00, descripcion=implementar shout con sus atributos, enlace=http://happybirthday.com",OK
2021-05-29 14:13:32.212,acme.testing.manager.task.ManagerTaskListTest,listNegativeOtherManager,4527,"[3] recordIndex=2, publica=true, titulo=Implementacion entidad announcement, periodoEjecucionInicio=2021/11/03 05:07, periodoEjecucionFinal=2021/11/03 12:07, cargaTrabajo=7.00, descripcion=implementar announcement con sus atributos, enlace=https://stackoverflow.com/",OK
2021-05-29 14:13:49.386,acme.testing.manager.task.ManagerTaskDeleteTest,deletePositive,9395,"[1] recordIndex=0, publica=false, titulo=Implementacion entidad task, periodoEjecucionInicio=2021/09/13 10:39, periodoEjecucionFinal=2021/09/13 16:23, cargaTrabajo=1.00, descripcion=implementar task con sus atributos, enlace=https://stackoverflow.com/",OK
2021-05-29 14:13:53.115,acme.testing.manager.task.ManagerTaskDeleteTest,deleteNegative,3498,"deleteNegative()",OK
2021-05-29 14:13:56.876,acme.testing.manager.task.ManagerTaskDeleteTest,deleteNegative2,3518,"deleteNegative2()",OK
2021-05-29 14:14:12.503,acme.testing.manager.task.ManagerTaskShowTest,showPositive,7855,"[1] recordIndex=0, publica=false, titulo=Implementacion entidad task, periodoEjecucionInicio=2021/09/13 10:39, periodoEjecucionFinal=2021/09/13 16:23, cargaTrabajo=1.00, descripcion=implementar task con sus atributos, enlace=https://stackoverflow.com/",OK
2021-05-29 14:14:20.801,acme.testing.manager.task.ManagerTaskShowTest,showPositive,8028,"[2] recordIndex=1, publica=false, titulo=Implementacion entidad shout, periodoEjecucionInicio=2021/07/18 18:56, periodoEjecucionFinal=2021/07/18 22:23, cargaTrabajo=2.00, descripcion=implementar shout con sus atributos, enlace=http://happybirthday.com",OK
2021-05-29 14:14:28.902,acme.testing.manager.task.ManagerTaskShowTest,showPositive,7848,"[3] recordIndex=2, publica=true, titulo=Implementacion entidad announcement, periodoEjecucionInicio=2021/11/03 05:07, periodoEjecucionFinal=2021/11/03 12:07, cargaTrabajo=7.00, descripcion=implementar announcement con sus atributos, enlace=https://stackoverflow.com/",OK
2021-05-29 14:14:29.407,acme.testing.manager.task.ManagerTaskShowTest,showNegative,246,"showNegative()",OK
2021-05-29 14:15:33.177,acme.testing.manager.task.ManagerTaskShowTest,showNegative2,63531,"showNegative2()",OK
2021-05-29 14:15:44.493,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative2,3508,"updateNegative2()",OK
2021-05-29 14:15:55.851,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,11120,"[1] recordIndex=0, publica=false, titulo=example, periodoEjecucionInicio=2021/09/13 10:39, periodoEjecucionFinal=2021/09/13 16:23, cargaTrabajo=1.00, descripcion=implementar task con sus atributos, enlace=https://stackoverflow.com/",OK
2021-05-29 14:16:07.162,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,11060,"[2] recordIndex=1, publica=false, titulo=example1, periodoEjecucionInicio=2021/07/18 18:56, periodoEjecucionFinal=2021/07/18 22:23, cargaTrabajo=2.00, descripcion=implementar shout con sus atributos, enlace=http://happybirthday.com",OK
2021-05-29 14:16:18.39,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,10986,"[3] recordIndex=2, publica=true, titulo=example2, periodoEjecucionInicio=2021/11/03 05:07, periodoEjecucionFinal=2021/11/03 12:07, cargaTrabajo=7.00, descripcion=implementar announcement con sus atributos, enlace=https://stackoverflow.com/",OK
2021-05-29 14:16:25.329,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,6681,"[1] recordIndex=0, publica=false, titulo=viagra, periodoEjecucionInicio=2021/09/13 10:39, periodoEjecucionFinal=2021/09/12 16:23, cargaTrabajo=5.00, descripcion=implementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosi…, enlace=a",OK
2021-05-29 14:16:32.378,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,6829,"[2] recordIndex=1, publica=false, titulo=exampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexample…, periodoEjecucionInicio=2019/07/18 18:56, periodoEjecucionFinal=2021/07/18 22:23, cargaTrabajo=-2.00, descripcion=implementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributos, enlace=b",OK
2021-05-29 14:16:39.482,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,6867,"[3] recordIndex=2, publica=true, titulo=exampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexample…, periodoEjecucionInicio=2021/11/03 05:07, periodoEjecucionFinal=2021/11/03 12:07, cargaTrabajo=12.00, descripcion=hardcore, enlace=c",OK
2021-05-29 14:16:46.248,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,6535,"[4] recordIndex=3, publica=true, titulo=null, periodoEjecucionInicio=null, periodoEjecucionFinal=null, cargaTrabajo=null, descripcion=null, enlace=null",OK
2021-05-29 14:16:55.612,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutsWithAnonymous,1510,"[1] recordIndex=0, moment=2021/05/24 11:30, author=The PSM Gang, text=Have you heard about octave?",OK
2021-05-29 14:16:57.391,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutsWithAnonymous,1510,"[2] recordIndex=1, moment=2021/05/24 11:35, author=Astrazeneca, text=Go, vaccines, go!",OK
2021-05-29 14:16:59.157,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutsWithAnonymous,1507,"[3] recordIndex=2, moment=2021/05/24 11:35, author=Coyote, text=So acme has a webpage...",OK
2021-05-29 14:17:00.957,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutsWithAnonymous,1561,"[4] recordIndex=3, moment=2021/05/24 12:30, author=indevelopers, text=Please, no mean comments on our web!",OK
2021-05-29 14:17:02.643,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutsWithAnonymous,1467,"[5] recordIndex=4, moment=2021/05/24 12:30, author=Github geek, text=Sonarcloud knows best",OK
2021-05-29 14:17:04.393,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutsWithAnonymous,1516,"[6] recordIndex=5, moment=2021/05/24 12:30, author=Asunción Pereira Adolfo, text=Hi, i'm new!",OK
2021-05-29 14:17:06.096,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutsWithAnonymous,1470,"[7] recordIndex=6, moment=2021/05/24 12:30, author=Twitch prime, text=Cool features!",OK
2021-05-29 14:17:09.81,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutNegative,3474,"listShoutNegative()",OK
2021-05-29 14:17:13.582,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutNegative2,3501,"listShoutNegative2()",OK
2021-05-29 14:17:14.893,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutNotOlderThanOneMonth,1019,"[1] recordIndex=0",OK
2021-05-29 14:17:16.141,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutNotOlderThanOneMonth,993,"[2] recordIndex=1",OK
2021-05-29 14:17:17.353,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutNotOlderThanOneMonth,982,"[3] recordIndex=2",OK
2021-05-29 14:17:18.646,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutNotOlderThanOneMonth,1040,"[4] recordIndex=3",OK
2021-05-29 14:17:19.883,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutNotOlderThanOneMonth,993,"[5] recordIndex=4",OK
2021-05-29 14:17:21.174,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutNotOlderThanOneMonth,1027,"[6] recordIndex=5",OK
2021-05-29 14:17:22.459,acme.testing.anonymous.shout.AnonymousShoutListTest,listShoutNotOlderThanOneMonth,1049,"[7] recordIndex=6",OK
2021-05-29 14:17:33.106,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createShoutWithAnonymousPositive,2965,"[1] recordIndex=7, author=Coyote, text=Hello, I'm happy",OK
2021-05-29 14:17:36.303,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createShoutWithAnonymousPositive,2948,"[2] recordIndex=8, author=José Mota, text=Play tennis",OK
2021-05-29 14:17:39.427,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createShoutWithAnonymousPositive,2895,"[3] recordIndex=9, author=Pablo, text=to eat",OK
2021-05-29 14:17:42.631,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createShoutWithAnonymousPositive,2965,"[4] recordIndex=10, author=Juanito, text=This is very interesting",OK
2021-05-29 14:17:44.526,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createShoutWithAnonymousNegative,1653,"[1] recordIndex=0, author=null, text=null",OK
2021-05-29 14:17:46.482,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createShoutWithAnonymousNegative,1719,"[2] recordIndex=0, author=nigeria, text=milliondollar",OK
2021-05-29 14:17:48.568,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createShoutWithAnonymousNegative,1864,"[3] recordIndex=0, author=aa, text=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa…",OK
2021-05-29 14:17:50.565,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createShoutWithAnonymousNegative,1741,"[4] recordIndex=0, author=a, text=hardcore",OK
2021-05-29 14:18:00.288,acme.testing.anonymous.task.AnonymousTaskListTest,listAnonymousTaskPublicAndFinished,1897,"[1] recordIndex=0, publica=true, titulo=Implementacion entidad employer, periodoEjecucionInicio=2021/12/24 01:18, periodoEjecucionFinal=2021/12/24 02:18, cargaTrabajo=1.00, cargaTrabajoMinutos=null, descripcion=implementar employer con sus atributos, enlace=https://stackoverflow.com/",OK
2021-05-29 14:18:02.4,acme.testing.anonymous.task.AnonymousTaskListTest,listAnonymousTaskPublicAndFinished,1863,"[2] recordIndex=1, publica=true, titulo=Funcionalidad 27 parte 2, periodoEjecucionInicio=2021/11/27 02:30, periodoEjecucionFinal=2021/11/28 04:30, cargaTrabajo=3.00, cargaTrabajoMinutos=null, descripcion=Añadir botón de carrito, enlace=https://github.com/",OK
2021-05-29 14:18:04.569,acme.testing.anonymous.task.AnonymousTaskListTest,listAnonymousTaskPublicAndFinished,1917,"[3] recordIndex=2, publica=true, titulo=Desing et le testing la, periodoEjecucionInicio=2021/07/10 01:30, periodoEjecucionFinal=2021/07/10 04:30, cargaTrabajo=4.00, cargaTrabajoMinutos=null, descripcion=analyser la structure mvc, enlace=https://www.wordreference.com/",OK
2021-05-29 14:18:09.387,acme.testing.anonymous.task.AnonymousTaskListTest,list,4583,"[1] recordIndex=0, publica=true, titulo=Implementacion entidad employer, periodoEjecucionInicio=2021/12/24 01:18, periodoEjecucionFinal=2021/12/24 02:18, cargaTrabajo=1.00, cargaTrabajoMinutos=null, descripcion=implementar employer con sus atributos, enlace=https://stackoverflow.com/",OK
2021-05-29 14:18:14.281,acme.testing.anonymous.task.AnonymousTaskListTest,list,4656,"[2] recordIndex=1, publica=true, titulo=Funcionalidad 27 parte 2, periodoEjecucionInicio=2021/11/27 02:30, periodoEjecucionFinal=2021/11/28 04:30, cargaTrabajo=3.00, cargaTrabajoMinutos=null, descripcion=Añadir botón de carrito, enlace=https://github.com/",OK
2021-05-29 14:18:19.1,acme.testing.anonymous.task.AnonymousTaskListTest,list,4575,"[3] recordIndex=2, publica=true, titulo=Desing et le testing la, periodoEjecucionInicio=2021/07/10 01:30, periodoEjecucionFinal=2021/07/10 04:30, cargaTrabajo=4.00, cargaTrabajoMinutos=null, descripcion=analyser la structure mvc, enlace=https://www.wordreference.com/",OK
2021-05-29 14:18:20.816,acme.testing.anonymous.task.AnonymousTaskListTest,order,1484,"order()",OK
2021-05-29 14:18:32.823,acme.testing.administrator.threshold.AdministratorThresholdShowTest,listShowTreshold,4201,"[1] recordIndex=0, umbral=10.00",OK
2021-05-29 14:18:36.612,acme.testing.administrator.threshold.AdministratorThresholdShowTest,negativeShowThreeshold,3548,"negativeShowThreeshold()",OK
2021-05-29 14:18:50.134,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,positiveUpdateThreeshold,5741,"[1] recordIndex=0, umbral=20.00",OK
2021-05-29 14:18:55.237,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,negativeUpdateThreeshold,4870,"[1] recordIndex=0, umbral=P",OK
2021-05-29 14:19:00.355,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,negativeUpdateThreeshold,4886,"[2] recordIndex=1, umbral=3000",OK
2021-05-29 14:19:05.533,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,negativeUpdateThreeshold,4930,"[3] recordIndex=2, umbral=-1",OK
2021-05-29 14:19:20.069,acme.testing.administrator.spamWord.AdministratorSpamWordUpdateTest,positiveUpdateSpamWord,6754,"[1] recordIndex=0, word=hola",OK
2021-05-29 14:19:27.009,acme.testing.administrator.spamWord.AdministratorSpamWordUpdateTest,positiveUpdateSpamWord,6722,"[2] recordIndex=1, word=prueba",OK
2021-05-29 14:19:34.099,acme.testing.administrator.spamWord.AdministratorSpamWordUpdateTest,positiveUpdateSpamWord,6822,"[3] recordIndex=2, word=palabra de prueba",OK
2021-05-29 14:19:40.129,acme.testing.administrator.spamWord.AdministratorSpamWordUpdateTest,negativeUpdateSpamWord,5777,"[1] recordIndex=0, word=null",OK
2021-05-29 14:19:51.349,acme.testing.administrator.spamWord.AdministratorSpamWordListTest,listSpamWordNegativo,3439,"listSpamWordNegativo()",OK
2021-05-29 14:19:55.93,acme.testing.administrator.spamWord.AdministratorSpamWordListTest,listSpamWord,4344,"[1] recordIndex=0, word=sex",OK
2021-05-29 14:20:00.44,acme.testing.administrator.spamWord.AdministratorSpamWordListTest,listSpamWord,4250,"[2] recordIndex=1, word=hard core",OK
2021-05-29 14:20:04.955,acme.testing.administrator.spamWord.AdministratorSpamWordListTest,listSpamWord,4244,"[3] recordIndex=2, word=viagra",OK
2021-05-29 14:20:05.479,acme.testing.administrator.spamWord.AdministratorSpamWordListTest,listSpamWordNegativo2,281,"listSpamWordNegativo2()",OK
2021-05-29 14:20:19.387,acme.testing.authenticated.updateAccount.AuthenticatedUpdateAccountTest,updatePositiveAccount,6073,"[1] name=José Manuel, surname=Bejarano, email=josemabp13@gmail.com",OK
2021-05-29 14:20:25.813,acme.testing.authenticated.updateAccount.AuthenticatedUpdateAccountTest,updatePositiveAccount,6194,"[2] name=Asunción, surname=Pereira, email=asuperado@us.es",OK
2021-05-29 14:20:32.181,acme.testing.authenticated.updateAccount.AuthenticatedUpdateAccountTest,updatePositiveAccount,6149,"[3] name=Pablo, surname=Vega, email=lopez@hotmail.com",OK
2021-05-29 14:20:37.576,acme.testing.authenticated.updateAccount.AuthenticatedUpdateAccountTest,updateNegativeAccount,5154,"[1] name=eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee, surname=eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee, email=evfwvbfffffffffvfwbvfvve",OK
2021-05-29 14:20:42.903,acme.testing.authenticated.updateAccount.AuthenticatedUpdateAccountTest,updateNegativeAccount,5109,"[2] name=, surname=null, email=null",OK
2021-05-29 14:20:48.271,acme.testing.authenticated.updateAccount.AuthenticatedUpdateAccountTest,updateNegativeAccount,5148,"[3] name=, surname=null, email=a",OK
2021-05-29 14:21:01.933,acme.testing.manager.updateAccount.ManagerUpdateAccountTest,updatePositiveAccount,5959,"[1] name=José Manuel, surname=Bejarano, email=josemabp13@gmail.com",OK
2021-05-29 14:21:08.172,acme.testing.manager.updateAccount.ManagerUpdateAccountTest,updatePositiveAccount,5994,"[2] name=Asunción, surname=Pereira, email=asuperado@us.es",OK
2021-05-29 14:21:14.461,acme.testing.manager.updateAccount.ManagerUpdateAccountTest,updatePositiveAccount,6037,"[3] name=Pablo, surname=Vega, email=lopez@hotmail.com",OK
